Landkreis;Gemeinde;Ortsteil;Haltestelle;Haltestelle_lang;HalteBeschreibung;globaleID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Knielingen;Herweghstraße;Knielingen Herweghstraße;;de:08212:105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Knielingen;Eggensteiner Straße;Knielingen Eggensteiner Straße;;de:08212:106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Knielingen;Knielingen;;;de:08212:107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Knielingen;zu löschen: Rheinbergstraße (Schleife);zu löschen: Knielingen Rheinberg. (Schl.);;de:08212:108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Moltestraße;;;de:08212:1101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Knielinger Allee;Karlsruhe Knielinger Allee;;de:08212:1103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;August-Bebel-Straße;Karlsruhe August-Bebel-Straße;;de:08212:1104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Kurt-Schumacher-Straße;Karlsruhe Kurt-Schumacher-Str.;;de:08212:1105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Haus Bethlehem;Karlsruhe Haus Bethlehem;;de:08212:1106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Neureut (Karlsruhe);Welschneureuter Straße;Neureut Welschneureuter Straße;;de:08212:1110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Neureut (Karlsruhe);Bärenweg;Neureut Bärenweg;;de:08212:1111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Neureut (Karlsruhe);Adolf-Ehrmann-Bad;Neureut Adolf-Ehrmann-Bad;;de:08212:1114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Neureut (Karlsruhe);Kirchfeld;Neureut Kirchfeld;;de:08212:1115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Albtalbahnhof;Karlsruhe Albtalbahnhof;;de:08212:1201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Dammerstock;;;de:08212:1206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Schloss Rüppurr;Karlsruhe Schloss Rüppurr;;de:08212:1207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Rüppurr;Ostendorfplatz;Rüppurr Ostendorfplatz;;de:08212:1208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Rüppurr;Tulpenstraße;Rüppurr Tulpenstraße;;de:08212:1209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Rüppurr;Battstraße;Rüppurr Battstraße;;de:08212:1210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Durlach;Hubstraße;Durlach Hubstraße;;de:08212:1510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Grötzingen (b KA);Grötzingen;Grötzingen;;de:08212:1521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Grötzingen (b KA);Oberausstraße;Grötzingen Oberausstraße;;de:08212:1525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Grötzingen (b KA);Krappmühlenweg;;;de:08212:1600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Maxau;Maxau;;de:08212:1700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Kronenplatz (Kaiserstraße);Karlsruhe Kronenpl.(Kaiserstr);;de:08212:2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Durlacher Tor/KIT-Campus Süd;KA Durlacher Tor/KIT-Campus Süd;;de:08212:3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Europaplatz;;;de:08212:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Knielingen;Karlsruhe-Knielingen;Karlsruhe-Knielingen;;de:08212:32586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Mühlburg;Karlsruhe-Mühlburg;Karlsruhe-Mühlburg;;de:08212:32587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Hauptfriedhof;Karlsruhe Hauptfriedhof;;de:08212:402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Yorckstraße;Karlsruhe Yorckstraße;;de:08212:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Hbf Abstellgleise;Karlsruhe Hbf Abstellgleise;;de:08212:41013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Albtalbahnhof Abstellung;Karlsruhe Albtalbf Abstellung;;de:08212:41027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Händelstraße;Karlsruhe Händelstraße;;de:08212:44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Philippstraße;Karlsruhe Philippstraße;;de:08212:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Mühlburger Tor (Kaiserallee);KA Mühlburger Tor (Kaiserallee);;de:08212:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Barbarossaplatz;Karlsruhe Barbarossaplatz;;de:08212:5003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Rheinhafen;;;de:08212:501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Mühlburger Feld;Karlsruhe Mühlburger Feld;;de:08212:503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Kühler Krug;;;de:08212:504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Hübschstraße;Karlsruhe Hübschstraße;;de:08212:505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Lessingstraße;Karlsruhe Lessingstraße;;de:08212:507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Otto-Sachs-Straße;Karlsruhe Otto-Sachs-Straße;;de:08212:508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Entenfang;;;de:08212:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Konzerthaus;Karlsruhe Konzerthaus;;de:08212:510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Lameyplatz;Karlsruhe Lameyplatz;;de:08212:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Gottesauer Platz/BGV;Karlsruhe Gottesauer Platz/BGV;;de:08212:6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Europaplatz;;;de:08212:60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Karlsruhe West;Karlsruhe West;;de:08212:6005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Sophienstraße;Karlsruhe Sophienstraße;;de:08212:602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Weinbrennerplatz;;;de:08212:603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Karlstor;Karlsruhe Karlstor;;de:08212:61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Mathystraße;Karlsruhe Mathystraße;;de:08212:62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Philipp-Reis-Straße;Karlsruhe Philipp-Reis-Straße;;de:08212:621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Welfenstraße;Karlsruhe Welfenstraße;;de:08212:6218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Ostendstraße;Karlsruhe Ostendstraße;;de:08212:622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Wolfartsweierer Straße;Karlsruhe Wolfartsweierer Str.;;de:08212:623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Schloss Gottesaue;Karlsruhe Schloss Gottesaue;;de:08212:624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Kolpingplatz;Karlsruhe Kolpingplatz;;de:08212:63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Arbeitsagentur;Karlsruhe Arbeitsagentur;;de:08212:64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;ZKM;Karlsruhe ZKM;;de:08212:65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Tullastraße;;;de:08212:7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Ettlinger Tor;Karlsruhe Ettlinger Tor;;de:08212:71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Staatstheater;;;de:08212:72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Kongresszentrum;Karlsruhe Kongresszentrum;;de:08212:73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Augartenstraße;Karlsruhe Augartenstraße;;de:08212:74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Kronenplatz;;;de:08212:80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Durlach;Karlsruhe-Durlach;Karlsruhe-Durlach;;de:08212:801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Werderstraße;Karlsruhe Werderstraße;;de:08212:83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Tivoli;Karlsruhe Tivoli;;de:08212:84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Rüppurrer Tor;Karlsruhe Rüppurrer Tor;;de:08212:85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Hauptbahnhof (Vorplatz);;;de:08212:89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Weinweg;Karlsruhe Weinweg;;de:08212:9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Hauptbahnhof;Karlsruhe Hauptbahnhof;;de:08212:90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Betriebshof Gerwigstraße;Karlsruhe Bh Gerwigstraße;;de:08212:9009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Ebertstraße;Karlsruhe Ebertstraße;;de:08212:91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Poststraße;Karlsruhe Poststraße;;de:08212:98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Herrenstraße;Karlsruhe Herrenstraße;;de:08212:99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Betriebshof West;Karlsruhe Betriebshof West;;de:08212:990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Karlsruhe (Stadt);Karlsruhe;Karlsruhe;Betriebshof West (Gleis 55);Karlsruhe Bh West (Gleis 55);;de:08212:991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Allensbach;Allensbach;Bahnhof;Allensbach Bahnhof;;de:08335:6549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Allensbach;Hegne;Bahnhof;Hegne Bahnhof;;de:08335:6553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Bodman-Ludwigshafen;Ludwigshafen (Kr KN);Bahnhof;Ludwigshafen(Bodensee) Bahnhof;;de:08335:6557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Büsingen am Hochrhein;Büsingen;Landesteg;Büsingen Landesteg;;de:08335:11336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Engen;Engen (Hegau);Bahnhof;Engen Bahnhof;;de:08335:6551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Engen;Welschingen-Neuhaus.;Bahnhof;Welschingen-Neuhausen Bahnhof;;de:08335:6564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Gottmadingen;Gottmadingen;Bahnhof;Gottmadingen Bahnhof;;de:08335:6552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Konstanz;Konstanz;Fürstenberg Bahnhof;Konstanz-Fürstenberg Bahnhof;;de:08335:20878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Konstanz;Konstanz;Bahnhof;Konstanz Bahnhof;;de:08335:6554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Konstanz;Konstanz;Petershausen Bahnhof;Konstanz-Petershausen Bahnhof;;de:08335:6555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Konstanz;Konstanz;Wollmatingen Bahnhof;Konstanz-Wollmatingen Bahnhof;;de:08335:6556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Mühlhausen-Ehingen;Mühlhausen (Kr KN);Bahnhof;Mühlhausen (bei Engen) Bahnhof;;de:08335:6559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Öhningen;Wangen (Kr Konstanz);Landesteg;Wangen Landesteg;;de:08335:11330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Öhningen;Öhningen;Landesteg;Öhningen Landesteg;;de:08335:11332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Orsingen-Nenzingen;Nenzingen;Bahnhof;Nenzingen Bahnhof;;de:08335:6693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Radolfzell am Bodensee;Radolfzell;Anlegestelle;Radolfzell Mettnau Anlegestelle;;de:08335:2801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Radolfzell am Bodensee;Böhringen (Kr Konst);Bahnhof;Böhringen-Rickelhausen Bahnhof;;de:08335:6550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Radolfzell am Bodensee;Markelfingen;Bahnhof;Markelfingen Bahnhof;;de:08335:6558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Radolfzell am Bodensee;Radolfzell;Bahnhof;Radolfzell Bahnhof;;de:08335:6560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Radolfzell am Bodensee;Stahringen;Bahnhof;Stahringen Bahnhof;;de:08335:6694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Reichenau;Reichenau (Baden);Bahnhof;Reichenau (Baden) Bahnhof;;de:08335:6561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Singen (Hohentwiel);Singen (Hohentwiel);Singen (Htw) Bahnhof;Singen (Htw) Bahnhof;;de:08335:6588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Stockach;Stockach (Kr Konst.);Stadtwall;Stockach Stadtwall;;de:08335:3490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Stockach;Stockach (Kr Konst.);Bahnhof;Stockach Bahnhof;;de:08335:6692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Konstanz;Stockach;Wahlwies;Bahnhof;Wahlwies Bahnhof;;de:08335:6696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Bodolz;Enzisweiler;Bahnhof Enzisweiler;Enzisweiler;;de:09776:9006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Heimenkirch;Heimenkirch;Bahnhof;;;de:09776:1515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Hergatz;Hergatz;Bahnhof;;;de:09776:1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Lindau (Bodensee);Lindau (Bodensee);Lindau Hauptbahnhof;;;de:09776:1546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Lindau (Bodensee);Reutin (Lindau);Bahnhof Lindau-Reutin;;;de:09776:1592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Lindau (Bodensee);Lindau (Bodensee);Bahnhof Aeschach;Lindau-Aeschach;;de:09776:9013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Nonnenhorn;Nonnenhorn;Hafen;Nonnenhorn, Hafen;;de:09776:2440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Nonnenhorn;Nonnenhorn;Bahnhof;;;de:09776:9018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Röthenbach (Allgäu);Röthenbach (Allgäu);Bahnhof;;;de:09776:1420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lindau (Bodensee);Wasserburg (Bodensee);Wasserburg (Bodens);Bahnhof;;;de:09776:1824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Bad Bellingen;Bad Bellingen;Bahnhof;Bad Bellingen Bahnhof;;de:08336:6628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Bad Bellingen;Rheinweiler;Bahnhof;Rheinweiler Bahnhof;;de:08336:6629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Efringen-Kirchen;Efringen-Kirchen;Bahnhof;Efringen-Kirchen Bahnhof;;de:08336:6631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Efringen-Kirchen;Istein;Bahnhof;Istein Bahnhof;;de:08336:6632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Efringen-Kirchen;Kleinkems;Bahnhof;Kleinkems Bahnhof;;de:08336:6633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Eimeldingen;Eimeldingen;Bahnhof;Eimeldingen Bahnhof;;de:08336:6634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Grenzach-Wyhlen;Grenzach;Bahnhof;Grenzach Bahnhof;;de:08336:6604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Grenzach-Wyhlen;Wyhlen;bahnhof;Wyhlen Bahnhof;;de:08336:6605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Lörrach;Lörrach;Hauptbahnhof;Lörrach Hauptbahnhof;;de:08336:6600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Lörrach;Brombach (b Lörrach);Bahnhof Brombach/Hauingen;Brombach/Hauingen (Lörrach) Ba;;de:08336:6630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Lörrach;Stetten (Lörrach);Bahnhof Lörrach-Stetten;Lörrach-Stetten Bahnhof;;de:08336:6635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Lörrach;Haagen (Baden);Haagen/Messe (Lörrach) Bahnhof;Haagen/Messe (Lörrach) Bahnhof;;de:08336:6636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Maulburg;Maulburg;Bahnhof;Maulburg Bahnhof;;de:08336:6602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Rheinfelden (Baden);Rheinfelden (Baden);Bahnhof;Rheinfelden (Baden) Bahnhof;;de:08336:6578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Rheinfelden (Baden);Herten (Baden);Bahnhof;Herten (Baden) Bahnhof;;de:08336:6606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Rheinfelden (Baden);Beuggen;Bahnhof;Beuggen Bahnhof;;de:08336:6660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Schliengen;Schliengen;Bahnhof;Schliengen Bahnhof;;de:08336:6678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Schopfheim;Hausen-Raitbach;Bahnhof;Hausen-Raitbach Bahnhof;;de:08336:6637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Schopfheim;Fahrnau;Bahnhof Fahrnau;Fahrnau Bahnhof;;de:08336:6663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Schwörstadt;Schwörstadt;Bahnhof;Schwörstadt Bahnhof;;de:08336:6607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Steinen;Steinen (Kr Lörrach);Bahnhof;Steinen Bahnhof;;de:08336:6603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Weil am Rhein;Haltingen;Bahnhof;Haltingen Bahnhof;;de:08336:6638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Weil am Rhein;Weil am Rhein;Bahnhof;Weil am Rhein Bahnhof;;de:08336:6639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Weil am Rhein;Weil am Rhein;Ost Bahnhof;Weil am Rhein Ost Bahnhof;;de:08336:6684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Weil am Rhein;Weil am Rhein;Gartenstadt;Weil am Rhein Gartenstadt;;de:08336:6700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Weil am Rhein;Weil am Rhein;Pfädlistraße;Weil am Rhein Pfädlistraße;;de:08336:6706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lörrach;Zell im Wiesental;Zell im Wiesental;Bahnhof;Zell i.W. Bahnhof;;de:08336:6599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Ahorn;Eubigheim;Bahnhof;Eubigheim, Bahnhof;;de:08128:13761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Bad Mergentheim;Bad Mergentheim;Bahnhof;Bad Mergentheim, Bahnhof;;de:08128:12005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Bad Mergentheim;Markelsheim;Bahnhof;Markelsheim, Bahnhof;;de:08128:12144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Bad Mergentheim;Edelfingen;Bahnhof;Edelfingen, Bahnhof;;de:08128:12153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Boxberg;Wölchingen;Bahnhof;Boxberg-Wölchingen, Bahnhof;;de:08128:12276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Grünsfeld;Grünsfeld;Bahnhof;Grünsfeld, Bahnhof;;de:08128:12503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Grünsfeld;Zimmern (b Grünsfeld;Bahnhof;Zimmern, Bahnhof;;de:08128:12541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Igersheim;Igersheim;Bahnhof;Igersheim, Bahnhof;;de:08128:12602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Lauda-Königshofen;Lauda;Bahnhof;Lauda, Bahnhof;;de:08128:13805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Lauda-Königshofen;Gerlachsheim;Bahnhof;Gerlachsheim, Bahnhof;;de:08128:13824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Lauda-Königshofen;Königshofen (TBB);Bahnhof;Königshofen, Bahnhof;;de:08128:13927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Niederstetten;Niederstetten (TBB);Bahnhof;Niederstetten, Bahnhof;;de:08128:12910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Main-Tauber-Kreis;Tauberbischofsheim;Hochhausen (Tauber);Bahnhof;Hochhausen, Bahnhof;;de:08128:13001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
