ID;HST_DHID;HST_Name;Datenquelle;Datenstatus;Longitude;Latitude;Koordindatenquelle;OSM_ID;Sitzplätze;Unterstand;RollstuhlflächeImUnterstand;Fahrplananzeigetafel;Fahrplananzeigetafel_akustisch;Ansagen_vorhanden;Defibrillator;Defibrillator_Lagebeschreibung;Gepäckaufbewahrung;Gepäcktransport;InduktiveHöranlage;InduktiveHöranlageStandort;InfoNotrufsäule;Bahnhofsmission;HaltestelleTotale_Foto;SitzeOderUnterstand_Foto;SitzeOderUnterstandUmgebung_Foto;Fahrplananzeigetafel_Foto;Defibrillator_Foto;Gepäckaufbewahrung_Foto;InfoNotrufsäule_Foto;Bahnhofsmision_Foto;BahnhofsmissionWeg_Foto;BahnhofsmissionÖffnungszeiten_Foto;WeitereBilder1_Foto;WeitereBilder2_Foto;WeitereBilder3_Foto
de:08136:4817;de:08136:4817;Bahnhof (Lauchheim);NVBW;Rohdaten;10,2368057;48,8689255;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:4817/8f4b69cb-c70b-4f06-a0e1-599f3a43d057.jpg;;;;;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:4817/d6dc6e3c-a974-46ef-b0a6-c128e7cc02de.jpg;;
de:08119:5051;de:08119:5051;Bahnhof (Haubersbronn);NVBW;Rohdaten;9,549957;48,8240728;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:32827;de:08216:32827;Ottenau;NVBW;Rohdaten;8,3381085;48,7929731;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08125:31504;de:08125:31504;Nord (Neckarsulm);NVBW;Rohdaten;9,2287881;49,2022563;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:31504/4595a7f9-a17d-404a-9403-7c232bd47037.jpg;;;;;;;;;;;;
de:08216:32826;de:08216:32826;Weinbrennerstraße (Bad Rotenfels);NVBW;Rohdaten;8,3121562;48,8114987;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08136:5210;de:08136:5210;Schwabsberg Bahnhof;NVBW;Rohdaten;10,1389791;48,9251709;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:5210/3d1d7e08-fc5b-473c-9511-1901765429fa.jpg;;;;;;;;;;;;
de:08119:5789;de:08119:5789;Bahnhof (Urbach (Rems));NVBW;Rohdaten;9,5747829;48,8049507;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:32828;de:08216:32828;Hörden (Gaggenau);NVBW;Rohdaten;8,3451603;48,7815857;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08325:20523;de:08325:20523;Bahnhof Göllsdorf;NVBW;Rohdaten;8,6511175;48,1600687;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08125:4344;de:08125:4344;Bahnhof (Weinsberg);NVBW;Rohdaten;9,286415;49,1481509;Haltestelle-Sollposition;;nein;nein;;ja;ja;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4344/bc1b945c-1466-4f51-b55d-8bcf21149566.jpg;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4344/043f6900-1e2f-4768-b113-fe047dd6bc97.jpg;;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4344/a750e962-3067-4815-a2fc-b009dc8e99e6.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4344/08b9d842-2a68-4024-b10d-daf1c34de9dc.jpg;
de:08136:6100;de:08136:6100;Bahnhof (Böbingen (Rems));NVBW;Rohdaten;9,912415;48,8223293;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:6100/904eacc3-1f9e-443d-9804-fa0741b7d367.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:6100/a5e89c43-7d17-4cd9-86ab-444518f00679.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:6100/a5758da9-920d-4896-8a48-7fa9d87e636a.jpg;;;;;;;;;;
de:08316:6518;de:08316:6518;Bahnhof (Kenzingen);NVBW;Rohdaten;7,764139;48,1944465;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:32829;de:08216:32829;Gernsbach Mitte;NVBW;Rohdaten;8,3390967;48,7628595;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08111:6085;de:08111:6085;Untertürkheim Bf;NVBW;Rohdaten;9,2504671;48,7798467;Haltestelle-Sollposition;;nein;nein;;ja;ja;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08325:20524;de:08325:20524;Saline (Haltepunkt Ringzug);NVBW;Rohdaten;8,6453862;48,1490058;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:20524/6ac8c2c4-56f5-4dff-8c7e-8b56df68d8ad.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:20524/8e5f0050-d6a0-46f1-ba99-80a8fbaecd36.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:20524/408354cb-8d07-477c-a76c-fe520af3a1ab.jpg;;;;;;;;;;
de:08136:7031;de:08136:7031;Waldhausen Bahnhof;NVBW;Rohdaten;9,6391924;48,7894577;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:7031/a3606c3c-cea0-4990-b8cb-fa57cac06fc6.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:7031/cbc7fac4-516f-4d17-8d71-38c48542d50c.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:7031/5a34e5c2-2be0-42f9-bb38-e0581bc1efc0.jpg;;;;;;;;;;
de:08316:6562;de:08316:6562;Bahnhof (Herbolzheim (Brsg));NVBW;Rohdaten;7,7677053;48,2242412;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08326:6591;de:08326:6591;Bahnhof (Triberg);NVBW;Rohdaten;8,2369043;48,1398529;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6591/366b84dc-225f-4f36-a359-6322f6bbacd4.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6591/022be9ef-4ccf-4d64-b318-e3d6025fb212.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6591/b8ebd904-ea54-4515-868e-d7bced0448ef.jpg;;;;;;;;;;
de:08119:5804;de:08119:5804;Hammerschlag;NVBW;Rohdaten;9,5350329;48,8076332;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:34670;de:08216:34670;Langenbrand (Murgtal);NVBW;Rohdaten;8,3556077;48,7023647;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08125:620;de:08125:620;Bahnhof (Neckarsulm);NVBW;Rohdaten;9,2201014;49,1890305;Haltestelle-Sollposition;;nein;nein;;ja;ja;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:620/949d40e6-145e-4541-b699-6be2eb763acb.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:620/7f4f2cc2-0774-44e4-84d8-7a7a5226ae04.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:620/9416f9ef-5251-463f-8359-536fb8ea1ffc.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:620/b7b0a8c5-a1ca-4193-9a9a-d770d966e15b.jpg;;;;;;;;;
de:08216:34763;de:08216:34763;Bahnhof Kuppenheim;NVBW;Rohdaten;8,2561372;48,8341155;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:34764;de:08216:34764;Bischweier (Baden);NVBW;Rohdaten;8,2775172;48,8321759;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08326:6597;de:08326:6597;Bahnhof (St. Georgen (Schwar));NVBW;Rohdaten;8,342133;48,1238449;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6597/6f14af7c-efa3-4584-a9ec-b06a3a3bc6e9.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6597/8f7f3cef-f88d-4c04-864b-b3a16fd795ae.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6597/c4e370b1-df11-447d-92ef-68238c954f88.jpg;;;;;;;;;;
de:08115:4510;de:08115:4510;Bahnhof (Bondorf (Kr Böbl.));NVBW;Rohdaten;8,8279588;48,5224543;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:4510/e423567b-d842-4a72-950c-5d1562c6d567.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:4510/34612415-2371-430b-b518-3552772f72ae.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:4510/eac01eea-e712-4764-9317-a353a01017bc.jpg;;;;;;;;;;
de:08235:9050;de:08235:9050;Bahnhof (Wildberg (Württ));NVBW;Rohdaten;8,7431858;48,6251624;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08235:9711;de:08235:9711;Kullenmühle;NVBW;Rohdaten;8,4440199;48,8089431;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08215:1303;de:08215:1303;Marxzell;NVBW;Rohdaten;8,4473167;48,863359;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08326:6755;de:08326:6755;Bahnhof (Aufen);NVBW;Rohdaten;8,4757214;47,9632071;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6755/073ea58d-aa5c-4e24-9108-8ee268e880c9.jpg;;;;;;;;;;;;
de:08316:6667;de:08316:6667;Bahnhof (Kollmarsreute);NVBW;Rohdaten;7,8873609;48,0976996;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08236:2791;de:08236:2791;Enzberg;NVBW;Rohdaten;8,8005522;48,9346433;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08327:1696;de:08327:1696;Bahnhof (Trossingen);NVBW;Rohdaten;8,585253;48,0886576;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:1696/e1bc3979-749e-4d1e-b468-6d2ddb65877a.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:1696/44872c50-b35f-4633-868c-3298cc693145.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:1696/2b722cca-5d27-4bf5-be55-0718d9e15369.jpg;;;;;;;;;;
de:08316:6668;de:08316:6668;Bahnhof (Köndringen);NVBW;Rohdaten;7,8033324;48,1372632;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08215:1408;de:08215:1408;Ittersbach Industrie;NVBW;Rohdaten;8,5086177;48,8848063;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08327:2006;de:08327:2006;Bahnhof (Aldingen (Kr Tuttl.));NVBW;Rohdaten;8,7124545;48,0964817;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:2006/a7580d2b-caa6-4c17-8f3d-923bcc0b5e93.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:2006/ae226875-b20b-4914-8588-411fcd371225.jpg;;;;;;;;;;;
de:08237:5001;de:08237:5001;Bahnhof/ZOB (Horb a Neckar);NVBW;Rohdaten;8,6888917;48,4418543;Haltestelle-Sollposition;;nein;nein;;ja;nein;nein;nein;;ja;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08237:5001/ff62b9b9-98ec-4b9d-b9ff-6444315ddf51.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08237:5001/b9209cd3-0bf4-4222-857a-0900e85ed168.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08237:5001/65561273-0ec9-4f49-a725-921a38839c93.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08237:5001/d0117f50-2d22-4d34-9e9a-1b4ca850f109.jpg;;;;;;;;;
de:08125:7401;de:08125:7401;Bahnhof Leingarten;NVBW;Rohdaten;9,1217718;49,1450248;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:7401/6b5ea6ab-08dc-4dd3-b26c-688d573b8f71.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:7401/7bd8a197-38b5-4682-a6b3-8d9385ec0f3b.jpg;;;;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:7401/81596e55-d981-4420-a093-93ae3f2b180f.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:7401/009c7ca7-e5f5-4aac-9564-c9aacbe68b35.jpg;
de:08236:2890;de:08236:2890;Niefern;NVBW;Rohdaten;8,7689765;48,9200947;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08215:1409;de:08215:1409;Ittersbach;NVBW;Rohdaten;8,5110971;48,8692328;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08115:1303;de:08115:1303;Bahnhof (Weil der Stadt);NVBW;Rohdaten;8,8725782;48,7552673;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08215:1550;de:08215:1550;Bahnhof Rinklingen;NVBW;Rohdaten;8,6736832;49,0366887;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08215:1410;de:08215:1410;Rathaus (Ittersbach);NVBW;Rohdaten;8,5102886;48,8660064;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08316:729;de:08316:729;Bahnhof (Mundingen (Breisgau));NVBW;Rohdaten;7,8254759;48,12833;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08335:6549;de:08335:6549;Bahnhof (Allensbach);NVBW;Rohdaten;9,068349;47,7147444;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6549/bd3374b6-40af-48c2-be83-80a92a30b3ac.jpg;;;;;;;;;;;;
de:08215:1838;de:08215:1838;Bahnhof Diedelsheim;NVBW;Rohdaten;8,6744917;49,0393093;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08315:6681;de:08315:6681;Bahnhof (Unadingen);NVBW;Rohdaten;8,3979363;47,8813719;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6681/d5c980af-768a-4bc1-9652-3809018dd0f3.jpg;;;;;;;;;;;;
de:08115:3197;de:08115:3197;Nord (Maichingen);NVBW;Rohdaten;8,9793355;48,7273869;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08111:6118;de:08111:6118;Hauptbahnhof (tief);NVBW;Rohdaten;9,1798464;48,7829823;Haltestelle-Sollposition;;nein;nein;;ja;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08315:6659;de:08315:6659;Bahnhof (Bachheim);NVBW;Rohdaten;8,3998677;47,8620772;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6659/fd4f53e7-7c05-4c48-974e-5492b7436e6d.jpg;;;;;;;;;;;;
de:08216:1819;de:08216:1819;Bahnhof Durmersheim;NVBW;Rohdaten;8,2726213;48,9289011;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08125:8155;de:08125:8155;Bahnhof (Nordheim (Neckar));NVBW;Rohdaten;9,1486853;49,1093134;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:8155/c9675334-0953-421c-9b4e-d1c668cd6792.jpg;;;;;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:8155/6715b009-508b-4d12-890d-4f95c2e52d25.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:8155/732dae79-0402-4cdf-84a9-7cbc9ac90b81.jpg;
de:08336:6578;de:08336:6578;Bahnhof (Rheinfelden (Baden));NVBW;Rohdaten;7,78489;47,5569556;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08317:18820;de:08317:18820;Bahnhof (Hornberg (Schwarzw));NVBW;Rohdaten;8,2329966;48,212001;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08317:18820/b52293c4-a61c-4848-8057-522c59008d76.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08317:18820/2a7a82f6-9ff4-4f78-8af9-057135135caa.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08317:18820/3881b94a-ccfa-46be-b9e6-c538340a965e.jpg;;;;;;;;;;
de:08335:6564;de:08335:6564;Bahnhof (Welschingen-Neuhaus.);NVBW;Rohdaten;8,769219;47,8341468;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6564/085239d8-0240-433e-be86-cd22cab52927.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6564/d26fe292-bd1e-4713-b8c9-3edd6ffdb9a5.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6564/31d70b8b-f2e6-4931-a121-142195bc8afa.jpg;;;;;;;;;;
de:08115:3198;de:08115:3198;Maichingen;NVBW;Rohdaten;8,9697152;48,7220073;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:1821;de:08216:1821;Bahnhof Ötigheim;NVBW;Rohdaten;8,2404886;48,8885277;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08416:11000;de:08416:11000;Hauptbahnhof (Tübingen);NVBW;Rohdaten;9,055575;48,5161474;Haltestelle-Sollposition;;nein;nein;;ja;nein;ja;nein;;ja;nein;nein;;keine;ja;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/89a4c584-a8e2-4873-975f-204ffd25132a.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/eec1ea39-80a6-4581-8a81-eab17cd4a1b9.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/c1eb15e5-9116-44d0-b5de-84112159975a.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/3e4d2134-6375-4f26-948a-167bff7673fd.jpg;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/bf911a4e-cdf7-46d0-bbfa-138965704bbc.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/23e2bcd4-2a60-497a-a8a6-0d8424bf56f1.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08416:11000/6c05d6c7-ceba-45e6-b157-f7778f727082.jpg;;;
de:08325:6584;de:08325:6584;Bahnhof (Rottweil);NVBW;Rohdaten;8,6406611;48,1652517;Haltestelle-Sollposition;;nein;nein;;ja;nein;nein;nein;;ja;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6584/13d167ea-fc60-418d-b64d-914342fd9c2a.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6584/b84647e4-0ab9-49f2-a334-8370076acb23.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6584/022bbfbe-059a-4dca-a9d8-7ed567cf2034.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6584/ba650614-4f05-49d4-b2db-7874dcd45fd7.jpg;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:6584/0b4456ae-38ae-4023-afdc-4d17d00eb663.jpg;;;;;;;
de:08335:6695;de:08335:6695;Haselbrunn Bahnhof;NVBW;Rohdaten;8,9752117;47,7447989;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:6695/96c94856-115b-4d78-aa02-ee14cb911f0b.jpg;;;;;;;;;;;;
de:08115:4711;de:08115:4711;Danziger Straße (Böblingen);NVBW;Rohdaten;8,9975783;48,6788562;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08125:8402;de:08125:8402;Ost (Leingarten);NVBW;Rohdaten;9,1310874;49,1440905;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:8402/7bbeeabf-410b-44de-ac07-ad3609b0c27d.jpg;;;;;;;;;;;;
de:08336:6600;de:08336:6600;Hauptbahnhof (Lörrach);NVBW;Rohdaten;7,6653153;47,6140196;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08115:4713;de:08115:4713;Zimmerschlag;NVBW;Rohdaten;9,0351328;48,6702718;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:1843;de:08216:1843;Bahnhof Muggensturm;NVBW;Rohdaten;8,274382;48,8767897;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08115:5775;de:08115:5775;Bahnhof (Nufringen);NVBW;Rohdaten;8,890359;48,6205957;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08126:19600;de:08126:19600;Bahnhof (Scheppach (Bretzfl.));NVBW;Rohdaten;9,4348077;49,1626741;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:19600/024e3913-6bfc-4d76-88cb-7512d0fe7e32.jpg;;;;;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:19600/95c14ba7-e67e-4dcc-a6e7-50dc7bff2874.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:19600/c64b30ce-8617-40f2-825e-13dff7177715.jpg;
de:08326:6538;de:08326:6538;Döggingen Bahnhof;NVBW;Rohdaten;8,4411183;47,8936549;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6538/be5bcddd-be9a-4f72-ab74-f66039b445a9.jpg;;;;;;;;;;;;
de:08118:1500;de:08118:1500;Bahnhof (Benningen (Neckar));NVBW;Rohdaten;9,2442853;48,9437796;Haltestelle-Sollposition;;nein;nein;;ja;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08211:35110;de:08211:35110;Haueneberstein;NVBW;Rohdaten;8,2090386;48,8118596;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08215:1601;de:08215:1601;Pfinzbrücke;NVBW;Rohdaten;8,5208708;49,0065154;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:1601/e58c55d6-813c-41c8-b3a5-34c7ef792853.jpg;;;;;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:1601/5563fcbe-4b1b-420f-976c-5ab40050f722.jpg;;
de:08115:6742;de:08115:6742;Böblingen Südbahnhof;NVBW;Rohdaten;9,0102747;48,677264;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08216:1850;de:08216:1850;Badesee;NVBW;Rohdaten;8,286662;48,87998;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;;;;;;;;;;;;;
de:08326:6586;de:08326:6586;Bahnhof (Schwenningen a.N.);NVBW;Rohdaten;8,5361511;48,0599429;Haltestelle-Sollposition;;nein;nein;;nein;nein;nein;nein;;nein;nein;nein;;keine;nein;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6586/8e5d2e19-c9af-4334-8860-a6a6e1db70ac.jpg;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6586/3271f414-2367-4b7a-a1df-9d0172fc8f38.jpg;;;;;;;;;;;
